馬ID,父,父系,母,母系,母父,母父系
2019100878,ヘニーヒューズHennyHughes(米),StormBird系,マダムジルウェット,FNo.[4],フジキセキ,不明
2019100879,アジアエクスプレス,StormBird系,ミオビキニブロンド,FNo.[12],ブラックタイド,不明
2019100881,ダイワメジャー,Halo系,ムーンライトゼファーMoonlightZephyr(豪),FNo.[16-c],ムーンロケット,不明
2019100882,リーチザクラウン,Halo系,ライトアップ,FNo.[1-s],フォーティナイナーFortyNiner(米),不明
2019100883,エピファネイア,Roberto系,ラヴァーズポイント,FNo.[3-l],マイネルラヴ,不明
2019100884,ルーラーシップ,Mr.Prospector系,ランデブー,FNo.[5-g],ネオユニヴァース,不明
2019100886,キングカメハメハ,Mr.Prospector系,ロイヤルインパクト,FNo.[4-r],ディープインパクト,不明
2019100887,ダノンレジェンド,Himyar系,オーミバンビーナ,FNo.[23-b],ブラックタイド,不明
2019100891,ワールドエース,Halo系,ルージュマジック,FNo.[9-f],アフリートAfleet(加),不明
2019100893,ヘニーヒューズHennyHughes(米),StormBird系,サトノフォワード,FNo.[7-f],ネオユニヴァース,不明
2019100898,シルバーステート,Halo系,ダイヤモンドパール,FNo.[21-a],クロフネ,不明
2019100899,ジョーカプチーノ,Halo系,ゴールデンレコード,FNo.[32],ハーツクライ,不明
2019100903,バゴBago(仏),BlushingGroom系,ラッキーダイス,FNo.[12-b],ネオユニヴァース,不明
2019100905,アメリカンペイトリオット,Danzig系,アルトゥーナ,FNo.[9-f],ハーツクライ,不明
2019100906,アジアエクスプレス,StormBird系,アルーシュ,FNo.[9-f],チチカステナンゴChichicastenango(仏),不明
2019100907,アスカクリチャン,Mr.Prospector系,ウィステリアカフナ,FNo.[2-b],スペシャルウィーク,不明
2019100910,ドゥラメンテ,Mr.Prospector系,ウインマリアベール,FNo.[6-a],クロフネ,不明
2019100911,パイロPyro(米),SeattleSlew系,ウインルナ,FNo.[1-x],フレンチデピュティFrenchDeputy(米),不明
2019100913,リオンディーズ,Mr.Prospector系,ウエストローズ,FNo.[1-h],スピニングワールドSpinningWorld(米),不明
2019100915,シルバーステート,Halo系,ヴォワルドール,FNo.[6-a],ハービンジャーHarbinger(英),不明
2019100916,シニスターミニスターSinisterMinister(米),SeattleSlew系,カウントオンミー,FNo.[4-d],バブルガムフェロー,不明
2019100918,キズナ,Halo系,キャッスルブラウン,FNo.[4-k],SilverHawk,不明
2019100920,エイシンヒカリ,Halo系,クリッピングエリア,FNo.[2-n],シンボリクリスエス,不明
2019100923,ディスクリートキャットDiscreetCat(米),StormBird系,ジェイケイバトル,FNo.[2-n],エンパイアメーカーEmpireMaker(米),不明
2019100928,シニスターミニスターSinisterMinister(米),SeattleSlew系,ダイワミストレス,FNo.[14-f],ダイワメジャー,不明
2019100929,モーリス,Roberto系,ダンシングロイヤル,FNo.[4-r],サクラバクシンオー,不明
2019100931,エピファネイア,Roberto系,ツクバエルドラド,FNo.[23-b],ElCorredor,不明
2019100932,ホッコータルマエ,Mr.Prospector系,ツルマルサンチャン,FNo.[A13],ディープインパクト,不明
2019100934,オルフェーヴル,Halo系,ニシノシュクラン,FNo.[9-f],Pulpit,不明
2019100935,エピファネイア,Roberto系,ニシノシルエット,FNo.[16-a],アグネスタキオン,不明
2019100936,リーチザクラウン,Halo系,ニシノステディー,FNo.[1-d],グランデラGrandera(愛),不明
2019100937,ディスクリートキャットDiscreetCat(米),StormBird系,ニシノテキーラ,FNo.[2-s],マンハッタンカフェ,不明
2019100938,バゴBago(仏),BlushingGroom系,ニシノナースコール,FNo.[3-c],ブライアンズタイムBrian'sTime(米),不明
2019100942,ペルーサ,Halo系,バラッドローズBalladRose(米),FNo.[2-b],SkyMesa,不明
2019100943,Violence,sWells系,フラットウェアーFlatware(米),FNo.[3-c],Flatter,不明
2019100944,モーリス,Roberto系,メイクアミラクル,FNo.[4-d],ファスリエフFasliyev(米),不明
2019100945,ルーラーシップ,Mr.Prospector系,ラスヴェンチュラス,FNo.[22],ディープインパクト,不明
2019100947,ジャスタウェイ,Halo系,レッドティムール,FNo.[1-c],シンボリクリスエス,不明
2019100953,バゴBago(仏),BlushingGroom系,シェリトリンド,FNo.[6-b],ステイゴールド,不明
2019100954,ベーカバドBehkabad(仏),Danzig系,タケカワルキューレ,FNo.[3-l],ダンスインザダーク,不明
2019100962,サトノアラジン,Halo系,メイビータイム,FNo.[1-t],キャプテントゥーレ,不明
2019100964,ホッコータルマエ,Mr.Prospector系,ウェスタリーズ,FNo.[10-c],フジキセキ,不明
2019100965,ダイワメジャー,Halo系,パルテノン,FNo.[1-l],キングカメハメハ,不明
2019100966,トーセンジョーダン,ゼダーン系,フレイムコード,FNo.[2-f],タヤスツヨシ,不明
2019100970,エピファネイア,Roberto系,レッドメイヴ,FNo.[23-a],ディープインパクト,不明
2019100974,ディスクリートキャットDiscreetCat(米),StormBird系,キセキノショウリ,FNo.[9-f],フジキセキ,不明
2019100977,ヘニーハウンド,StormBird系,タカヒロチャーム,FNo.[4-r],エイシンサンディ,不明
2019100981,スクリーンヒーロー,Roberto系,ベルモントパティ,FNo.[4-r],ブライアンズタイムBrian'sTime(米),不明
2019100984,アジアエクスプレス,StormBird系,ロイヤルクリッパー,FNo.[19-b],アグネスタキオン,不明
2019100986,カレンブラックヒル,Halo系,クリンゲルベルガー,FNo.[9-f],スウェプトオーヴァーボードSweptOverboard(米),不明
2019100989,カレンブラックヒル,Halo系,ホーリーフルーツ,FNo.[3-c],ワークフォースWorkforce(英),不明
2019100990,トゥザワールド,Mr.Prospector系,マルティプライ,FNo.[2-w],FusaichiPegasus,不明
2019100992,モーリス,Roberto系,アメージングムーン,FNo.[1-b],アドマイヤムーン,不明
2019100995,シルバーステート,Halo系,キタサンハルカゼ,FNo.[2-s],マヤノトップガン,不明
2019100997,キタサンブラック,Halo系,スルターナ,FNo.[1-b],キングヘイロー,不明
2019100999,ダンカークDunkirk(米),Mr.Prospector系,ダンシングハート,FNo.[8-f],サンデーサイレンスSundaySilence(米),不明
2019101000,コパノリッキー,Halo系,ハーランズワンダー,FNo.[4-k],AwesomeAgain(加),不明
2019101001,ディーマジェスティ,Halo系,ビッグテンビー,FNo.[1-b],テンビーTenby(英),不明
2019101002,ハービンジャーHarbinger(英),Danzig系,ファーストチェア,FNo.[7-f],ジャングルポケット,不明
2019101003,ローレルゲレイロ,Lyphard系,フルオブスターズ,FNo.[23-b],エンパイアメーカーEmpireMaker(米),不明
2019101004,シルバーステート,Halo系,マヤノポルカ,FNo.[1-b],マヤノトップガン,不明
2019101005,ディープブリランテ,Halo系,メリオール,FNo.[20],キングカメハメハ,不明
2019101006,ホッコータルマエ,Mr.Prospector系,ラヴァーズレーン,FNo.[1-b],メジロライアン,不明
2019101007,エイシンフラッシュ,Mr.Prospector系,エアルシアン,FNo.[20-a],ジャングルポケット,不明
2019101008,ケープブランコCapeBlanco(英),sWells系,ガーリッシュハート,FNo.[14-c],ハーツクライ,不明
2019101009,ラニ,SeattleSlew系,ルーチェデルソーレ,FNo.[5-h],メイショウボーラー,不明
2019101012,ホッコータルマエ,Mr.Prospector系,インクルーシブ,FNo.[11],ディープインパクト,不明
2019101013,AmericanPharoah(米),Mr.Prospector系,オーデュボンパークAudubonPark(米),FNo.[13-b],CandyRide,不明
2019101014,シルバーステート,Halo系,ビスカヤ,FNo.[18],コマンダーインチーフCommanderinChief(英),不明
2019101015,ヘニーヒューズHennyHughes(米),StormBird系,レッドアンコール,FNo.[11],キングカメハメハ,不明
2019101018,ヘニーヒューズHennyHughes(米),StormBird系,セラフィックロンプ,FNo.[4-r],マンハッタンカフェ,不明
2019101019,クリエイターIICreator(米),SeattleSlew系,チャームドリーム,FNo.[1-x],フレンチデピュティFrenchDeputy(米),不明
2019101021,キズナ,Halo系,ヒトリムスメ,FNo.[13-c],アフリートAfleet(加),不明
2019101022,ディスクリートキャットDiscreetCat(米),StormBird系,メロークーミス,FNo.[16-c],ダンスインザダーク,不明
2019101023,シルバーステート,Halo系,ラサンバLaSamba(豪),FNo.[2-e],Orientate,不明
2019101024,モーリス,Roberto系,エディンバラ,FNo.[2-b],キングカメハメハ,不明
2019101031,スクリーンヒーロー,Roberto系,ヴェルテュ,FNo.[17-b],ファスリエフFasliyev(米),不明
2019101032,パドトロワ,Mr.Prospector系,エーピーモモ,FNo.[16-c],ダンスインザダーク,不明
2019101037,トーセンラー,Halo系,ノーモアクライ,FNo.[10-a],Cozzene,不明
2019101038,ダノンレジェンド,Himyar系,パリュール,FNo.[19-a],リンカーン,不明
2019101039,ゴスホークケン,StormBird系,ムーンライトソナタ,FNo.[2-u],サクラバクシンオー,不明
2019101042,ザファクター,Danzig系,ワイズドリーム,FNo.[8-f],YesIt'sTrue,不明
2019101046,ヘニーハウンド,StormBird系,キタサンポケット,FNo.[22],ジャングルポケット,不明
2019101051,イスラボニータ,Halo系,ゴッドビラブドミー,FNo.[3-d],ブライアンズタイムBrian'sTime(米),不明
2019101053,ドレフォンDrefong(米),StormBird系,ピーチドラフト,FNo.[9-f],サクラバクシンオー,不明
2019101055,エスポワールシチー,Halo系,キャンドルアイス,FNo.[1-x],フォーティナイナーFortyNiner(米),不明
2019101059,シニスターミニスターSinisterMinister(米),SeattleSlew系,ハヤブサショコラ,FNo.[16-c],マンハッタンカフェ,不明
2019101064,シルバーステート,Halo系,ピジョンオネスト,FNo.[3-d],ブライアンズタイムBrian'sTime(米),不明
2019101068,ラニ,SeattleSlew系,グレイスフルアート,FNo.[1-x],ダイワメジャー,不明
2019101070,サトノアラジン,Halo系,スズカクエーサー,FNo.[9],ジャングルポケット,不明
2019101073,バゴBago(仏),BlushingGroom系,ペイシャオブワキア,FNo.[9],フリオーソ,不明
2019101076,ルーラーシップ,Mr.Prospector系,ジャジャウマガール,FNo.[16-g],ハーツクライ,不明
2019101077,ダンカークDunkirk(米),Mr.Prospector系,スマイリンアスク,FNo.[1-x],ディープインパクト,不明
2019101078,オルフェーヴル,Halo系,ダイヤモンドアスク,FNo.[1-x],ジャングルポケット,不明
2019101079,ハービンジャーHarbinger(英),Danzig系,ディープインアスク,FNo.[16-g],ディープインパクト,不明
2019101081,ルーラーシップ,Mr.Prospector系,ミラクルアスク,FNo.[6-b],ディープインパクト,不明
2019101082,スズカコーズウェイ,StormBird系,アイシースズカ,FNo.[13-e],サンデーサイレンスSundaySilence(米),不明
2019101087,ドゥラメンテ,Mr.Prospector系,スズカマドンナ,FNo.[1-t],ディープインパクト,不明
2019101092,エスポワールシチー,Halo系,ベルモンタージュ,FNo.[12],アフリートAfleet(加),不明
2019101096,アドマイヤムーン,Mr.Prospector系,ブライティアピア,FNo.[8-g],キングヘイロー,不明
2019101097,ラブリーデイ,Mr.Prospector系,ロゼットブルー,FNo.[4-d],ハービンジャーHarbinger(英),不明
2019101099,モーリス,Roberto系,カシマフラワー,FNo.[12],ヘクタープロテクターHectorProtector(米),不明
2019101100,リオンディーズ,Mr.Prospector系,クナウ,FNo.[12],シンボリクリスエス,不明
2019101105,バゴBago(仏),BlushingGroom系,マイギフト,FNo.[4-r],IceBox,不明
2019101107,コパノリッキー,Halo系,レディマールボロLadyMarlboro(米),FNo.[A10],SmokeGlacken,不明
2019101108,ドレフォンDrefong(米),StormBird系,ワンサイドゲーム,FNo.[9-b],ウォーエンブレムWarEmblem(米),不明
2019101111,ビッグアーサー,テスコボーイ系,フレノカトリーヌ,FNo.[1-p],クロフネ,不明
2019101114,ディープスカイ,Halo系,エバーグレーズ,FNo.[1-x],シンボリクリスエス,不明
2019101116,ドゥラメンテ,Mr.Prospector系,サブラタ,FNo.[1-m],ウォーエンブレムWarEmblem(米),不明
2019101117,ノヴェリストNovellist(愛),Blandford系,サーソーラSersoura(仏),FNo.[12-c],Dalakhani,不明
2019101118,ドゥラメンテ,Mr.Prospector系,スズノメヒョー,FNo.[22],バチアーBachir(愛),不明
2019101119,ルーラーシップ,Mr.Prospector系,チーティンハート,FNo.[23-b],シンボリクリスエス,不明
2019101120,モンテロッソMonterosso(英),Mr.Prospector系,ハローサンライズ,FNo.[4-d],ダンスインザダーク,不明
2019101121,エイシンヒカリ,Halo系,ヒラルダ,FNo.[2-f],Kyllachy,不明
2019101122,モーリス,Roberto系,ラッキーレディ,FNo.[16-a],ネオユニヴァース,不明
2019101123,ジャスタウェイ,Halo系,アルーリングアクト,FNo.[9-f],エンドスウィープEndSweep(米),不明
2019101126,クロフネ,DeputyMinister系,サトノサファイア,FNo.[1-h],ステイゴールド,不明
2019101127,イスラボニータ,Halo系,サビアーレ,FNo.[14],Capote,不明
2019101129,ハービンジャーHarbinger(英),Danzig系,ノアスカーレット,FNo.[4-n],キングカメハメハ,不明
2019101133,キタサンブラック,Halo系,デイドリーム,FNo.[7-f],アドマイヤムーン,不明
2019101135,エピファネイア,Roberto系,ブループレリュード,FNo.[3-l],ゴールドアリュール,不明
2019101138,アンライバルド,Halo系,サイモンパルフェ,FNo.[A13],ゼンノロブロイ,不明
2019101139,バゴBago(仏),BlushingGroom系,ナイキトライアンフ,FNo.[12],ボストンハーバーBostonHarbor(米),不明
2019101151,ドレフォンDrefong(米),StormBird系,ヴェルデライト,FNo.[20-a],ディープインパクト,不明
2019101152,ロードカナロア,Mr.Prospector系,クイーンズシアター,FNo.[4-r],ディープインパクト,不明
2019101154,オルフェーヴル,Halo系,スワンソング,FNo.[10-c],Singspiel(愛),不明
2019101156,ロードカナロア,Mr.Prospector系,パローマ,FNo.[9-f],ディープインパクト,不明
2019101157,キンシャサノキセキ,Halo系,フィエラメンテ,FNo.[9-f],タニノギムレット,不明
2019101158,リオンディーズ,Mr.Prospector系,フェスティヴマロン,FNo.[8-h],クロフネ,不明
